name,userId,movieId,rating,timestamp
"""Mr. Jason Love""","""2""","""372""",3.0,835356094
"""Mr. Jason Love""","""2""","""377""",3.0,835355710
"""Mr. Jason Love""","""2""","""382""",3.0,835356165
"""Mr. Jason Love""","""2""","""405""",2.0,835356246
"""Mr. Jason Love""","""2""","""410""",3.0,835355532
"""Mr. Jason Love""","""2""","""454""",4.0,835355604
"""Mr. Jason Love""","""2""","""457""",3.0,835355511
"""Mr. Jason Love""","""2""","""468""",4.0,835355790
"""Mr. Jason Love""","""2""","""474""",2.0,835355828
"""Mr. Jason Love""","""2""","""480""",4.0,835355643
"""Mr. Jason Love""","""2""","""485""",3.0,835355918
"""Angela Thompson""","""3""","""44191""",3.5,1298932740
"""Angela Thompson""","""3""","""1197""",5.0,1298932770
"""Angela Thompson""","""3""","""866""",3.0,1298861687
"""Angela Thompson""","""3""","""1235""",4.0,1298861628
"""Angela Thompson""","""3""","""1210""",3.0,1298921795
"""Angela Thompson""","""3""","""595""",2.0,1298923260
"""Angela Thompson""","""3""","""593""",3.0,1298921840
"""Angela Thompson""","""3""","""778""",4.0,1298863157
"""Angela Thompson""","""3""","""736""",3.5,1298932787
"""Angela Thompson""","""3""","""2028""",4.0,1298921862
"""Angela Thompson""","""3""","""1884""",4.0,1298863143
"""Angela Thompson""","""3""","""2513""",3.0,1298861789
"""Angela Thompson""","""3""","""2318""",4.0,1298861753
"""Angela Thompson""","""3""","""1378""",4.0,1298861658
"""Angela Thompson""","""3""","""1271""",3.0,1298861605
"""Angela Thompson""","""3""","""1721""",4.5,1298923236
"""Angela Thompson""","""3""","""1580""",3.5,1298922089
"""Angela Thompson""","""3""","""2841""",4.0,1298861733
"""Angela Thompson""","""3""","""2858""",4.0,1298921825
"""Angela Thompson""","""3""","""2959""",5.0,1298862874
"""Angela Thompson""","""3""","""3243""",3.0,1298861968
"""Angela Thompson""","""3""","""2694""",3.0,1298862710
"""Angela Thompson""","""3""","""2702""",3.5,1298861796
"""Angela Thompson""","""3""","""2716""",3.0,1298924017
"""Angela Thompson""","""3""","""2762""",3.5,1298922057
"""Angela Thompson""","""3""","""6377""",3.0,1298922080
"""Angela Thompson""","""3""","""7153""",2.5,1298921787
"""Angela Thompson""","""3""","""7361""",3.0,1298922065
"""Angela Thompson""","""3""","""8622""",3.5,1298861650
"""Angela Thompson""","""3""","""3510""",4.0,1298861633
"""Angela Thompson""","""3""","""3949""",5.0,1298863174
"""Angela Thompson""","""3""","""5349""",3.0,1298923266
"""Angela Thompson""","""3""","""5669""",3.5,1298862672
"""Angela Thompson""","""3""","""247""",3.5,1298861637
"""Angela Thompson""","""3""","""267""",3.0,1298861761
"""Angela Thompson""","""3""","""60""",3.0,1298861675
"""Angela Thompson""","""3""","""110""",4.0,1298922049
"""Angela Thompson""","""3""","""588""",3.0,1298922100
"""Angela Thompson""","""3""","""592""",3.0,1298923247
"""Angela Thompson""","""3""","""377""",2.5,1298923242
"""Angela Thompson""","""3""","""527""",3.0,1298862528
"""Angela Thompson""","""3""","""355""",2.5,1298861589
"""Angela Thompson""","""3""","""356""",5.0,1298862167
"""Angela Thompson""","""3""","""296""",4.5,1298862418
"""Angela Thompson""","""3""","""318""",5.0,1298862121
"""Angela Thompson""","""3""","""58559""",3.0,1298922071
"""Angela Thompson""","""3""","""50068""",4.5,1298862467
"""Angela Thompson""","""3""","""84236""",4.0,1298922130
"""Angela Thompson""","""3""","""27369""",3.5,1298862555
"""Angela Thompson""","""3""","""8636""",3.0,1298932766
"""Angela Thompson""","""3""","""48783""",4.5,1298862361
"""Jessica Sherman""","""4""","""1372""",3.0,949920004
"""Jessica Sherman""","""4""","""1371""",4.0,949810302
"""Jessica Sherman""","""4""","""1356""",4.0,949810582
"""Jessica Sherman""","""4""","""1344""",5.0,949919247
"""Jessica Sherman""","""4""","""1334""",5.0,949982274
"""Jessica Sherman""","""4""","""1332""",4.0,949896275
"""Jessica Sherman""","""4""","""1307""",4.0,949811602
"""Jessica Sherman""","""4""","""1298""",4.0,949918927
"""Jessica Sherman""","""4""","""1291""",5.0,949918743
"""Jessica Sherman""","""4""","""1288""",5.0,949811490
"""Jessica Sherman""","""4""","""1285""",4.0,949811559
"""Jessica Sherman""","""4""","""1282""",5.0,949949396
"""Jessica Sherman""","""4""","""1278""",5.0,949919372
"""Jessica Sherman""","""4""","""1270""",5.0,949811523
"""Jessica Sherman""","""4""","""1265""",5.0,949919591
"""Jessica Sherman""","""4""","""1259""",4.0,949811559
"""Jessica Sherman""","""4""","""1257""",5.0,949811602
"""Jessica Sherman""","""4""","""1258""",5.0,949918743
"""Jessica Sherman""","""4""","""1240""",5.0,949896244
"""Jessica Sherman""","""4""","""1243""",5.0,949919519
"""Jessica Sherman""","""4""","""1225""",5.0,949779173
"""Jessica Sherman""","""4""","""1230""",5.0,949919372
"""Jessica Sherman""","""4""","""1220""",5.0,949811523
"""Jessica Sherman""","""4""","""1222""",5.0,949918693
"""Jessica Sherman""","""4""","""1214""",5.0,949810261
"""Jessica Sherman""","""4""","""1219""",5.0,949779173
"""Jessica Sherman""","""4""","""1210""",5.0,949778714
"""Jessica Sherman""","""4""","""1213""",5.0,949895708
"""Jessica Sherman""","""4""","""1206""",5.0,949896159
"""Jessica Sherman""","""4""","""1208""",5.0,949779173
"""Jessica Sherman""","""4""","""1198""",5.0,949779173
"""Jessica Sherman""","""4""","""1200""",5.0,949896244
"""Jessica Sherman""","""4""","""2033""",4.0,949982239
"""Jessica Sherman""","""4""","""2021""",4.0,949896114
"""Jessica Sherman""","""4""","""2046""",5.0,949810618
"""Jessica Sherman""","""4""","""2034""",4.0,949896183
"""Jessica Sherman""","""4""","""2014""",4.0,949919454
"""Jessica Sherman""","""4""","""2005""",5.0,949896070
"""Jessica Sherman""","""4""","""2020""",4.0,949811738
"""Jessica Sherman""","""4""","""2018""",5.0,949778771
"""Jessica Sherman""","""4""","""2000""",5.0,949811602
"""Jessica Sherman""","""4""","""1994""",5.0,949896309
"""Jessica Sherman""","""4""","""2003""",2.0,949918970
"""Jessica Sherman""","""4""","""2002""",3.0,949895907
"""Jessica Sherman""","""4""","""1961""",5.0,949918743
"""Jessica Sherman""","""4""","""1954""",5.0,949810261
"""Jessica Sherman""","""4""","""1968""",5.0,949811559
"""Jessica Sherman""","""4""","""1967""",3.0,949949538
"""Jessica Sherman""","""4""","""1858""",5.0,949919738
"""Jessica Sherman""","""4""","""1917""",4.0,949810688
"""Jessica Sherman""","""4""","""1918""",2.0,949895956
"""Jessica Sherman""","""4""","""1953""",5.0,949810261
"""Jessica Sherman""","""4""","""1580""",5.0,949919978
"""Jessica Sherman""","""4""","""1663""",4.0,949811559
"""Jessica Sherman""","""4""","""1674""",5.0,949896244
"""Jessica Sherman""","""4""","""1805""",1.0,949895864
"""Jessica Sherman""","""4""","""1387""",5.0,949810261
"""Jessica Sherman""","""4""","""1388""",4.0,949810302
"""Jessica Sherman""","""4""","""1396""",5.0,949895772
"""Jessica Sherman""","""4""","""1544""",3.0,949811230
"""Jessica Sherman""","""4""","""1374""",4.0,949918787
"""Jessica Sherman""","""4""","""1376""",3.0,949918904
"""Jessica Sherman""","""4""","""1377""",3.0,949810688
"""Jessica Sherman""","""4""","""1380""",5.0,949896377
"""Jessica Sherman""","""4""","""435""",1.0,949920135
"""Jessica Sherman""","""4""","""434""",4.0,949810688
"""Jessica Sherman""","""4""","""431""",3.0,949895772
"""Jessica Sherman""","""4""","""410""",3.0,949919883
"""Jessica Sherman""","""4""","""480""",5.0,949810582
"""Jessica Sherman""","""4""","""464""",4.0,949811315
"""Jessica Sherman""","""4""","""442""",4.0,949920028
"""Jessica Sherman""","""4""","""440""",4.0,949919802
"""Jessica Sherman""","""4""","""356""",5.0,949919763
"""Jessica Sherman""","""4""","""349""",5.0,949810582
"""Jessica Sherman""","""4""","""329""",3.0,949810618
"""Jessica Sherman""","""4""","""296""",5.0,949895708
"""Jessica Sherman""","""4""","""380""",3.0,949810534
"""Jessica Sherman""","""4""","""367""",4.0,949895887
"""Jessica Sherman""","""4""","""364""",5.0,949949538
"""Jessica Sherman""","""4""","""357""",5.0,949919681
"""Jessica Sherman""","""4""","""141""",5.0,949919681
"""Jessica Sherman""","""4""","""153""",4.0,949811346
"""Jessica Sherman""","""4""","""34""",5.0,949919556
"""Jessica Sherman""","""4""","""112""",5.0,949810582
"""Jessica Sherman""","""4""","""260""",5.0,949779042
"""Jessica Sherman""","""4""","""289""",4.0,949778802
"""Jessica Sherman""","""4""","""173""",3.0,949811346
"""Jessica Sherman""","""4""","""185""",3.0,949920047
"""Jessica Sherman""","""4""","""10""",4.0,949810645
"""Jessica Sherman""","""4""","""1097""",5.0,949778771
"""Jessica Sherman""","""4""","""1089""",5.0,949895732
"""Jessica Sherman""","""4""","""1127""",5.0,949896275
"""Jessica Sherman""","""4""","""1125""",5.0,949919399
"""Jessica Sherman""","""4""","""1194""",5.0,949919419
"""Jessica Sherman""","""4""","""1136""",5.0,949919372
"""Jessica Sherman""","""4""","""1197""",5.0,949811490
"""Jessica Sherman""","""4""","""1196""",5.0,949779173
"""Jessica Sherman""","""4""","""1030""",5.0,949896377
"""Jessica Sherman""","""4""","""1028""",5.0,949949638
"""Jessica Sherman""","""4""","""1032""",5.0,949949538
"""Jessica Sherman""","""4""","""1031""",5.0,949896377
"""Jessica Sherman""","""4""","""1036""",5.0,949896244
"""Jessica Sherman""","""4""","""1033""",5.0,949949638
"""Jessica Sherman""","""4""","""1079""",5.0,949811523
"""Jessica Sherman""","""4""","""1073""",5.0,949919372
"""Jessica Sherman""","""4""","""858""",5.0,949779022
"""Jessica Sherman""","""4""","""903""",5.0,949919189
"""Jessica Sherman""","""4""","""910""",4.0,949919306
"""Jessica Sherman""","""4""","""913""",5.0,949919247
"""Jessica Sherman""","""4""","""919""",5.0,949949396
"""Jessica Sherman""","""4""","""1011""",4.0,949919454
"""Jessica Sherman""","""4""","""1016""",4.0,949919322
"""Jessica Sherman""","""4""","""1022""",5.0,949949638
"""Jessica Sherman""","""4""","""541""",5.0,949779091
"""Jessica Sherman""","""4""","""588""",5.0,949949486
"""Jessica Sherman""","""4""","""589""",5.0,949919938
"""Jessica Sherman""","""4""","""590""",3.0,949810534
"""Jessica Sherman""","""4""","""594""",5.0,949949538
"""Jessica Sherman""","""4""","""596""",5.0,949949638
"""Jessica Sherman""","""4""","""610""",4.0,949982238
"""Jessica Sherman""","""4""","""616""",5.0,949949444
"""Jessica Sherman""","""4""","""4006""",2.0,949982238
"""Jessica Sherman""","""4""","""3263""",3.0,949919845
"""Jessica Sherman""","""4""","""3265""",5.0,949895732
"""Jessica Sherman""","""4""","""3071""",4.0,949918715
"""Jessica Sherman""","""4""","""3060""",5.0,949919656
"""Jessica Sherman""","""4""","""3040""",5.0,949919419
"""Jessica Sherman""","""4""","""3039""",4.0,949811559
"""Jessica Sherman""","""4""","""3034""",5.0,949949444
"""Jessica Sherman""","""4""","""3016""",3.0,949896543
"""Jessica Sherman""","""4""","""2991""",5.0,949810261
"""Jessica Sherman""","""4""","""2987""",5.0,949918807
"""Jessica Sherman""","""4""","""3255""",4.0,949919738
"""Jessica Sherman""","""4""","""3251""",5.0,949918970
"""Jessica Sherman""","""4""","""3210""",4.0,949811523
"""Jessica Sherman""","""4""","""3208""",2.0,949778946
"""Jessica Sherman""","""4""","""3169""",4.0,949918904
"""Jessica Sherman""","""4""","""3108""",5.0,949919738
"""Jessica Sherman""","""4""","""3104""",4.0,949811603
"""Jessica Sherman""","""4""","""3101""",4.0,949896275
"""Jessica Sherman""","""4""","""2124""",4.0,949919763
"""Jessica Sherman""","""4""","""2140""",5.0,949896070
"""Jessica Sherman""","""4""","""2114""",5.0,949918927
"""Jessica Sherman""","""4""","""2115""",5.0,949918994
"""Jessica Sherman""","""4""","""2144""",5.0,949811603
"""Jessica Sherman""","""4""","""2161""",5.0,949896070
"""Jessica Sherman""","""4""","""2141""",4.0,949982239
"""Jessica Sherman""","""4""","""2143""",4.0,949896114
"""Jessica Sherman""","""4""","""2194""",5.0,949918764
"""Jessica Sherman""","""4""","""2248""",4.0,949811559
"""Jessica Sherman""","""4""","""2174""",5.0,949896070
"""Jessica Sherman""","""4""","""2193""",3.0,949896070
"""Jessica Sherman""","""4""","""2289""",5.0,949919556
"""Jessica Sherman""","""4""","""2348""",4.0,949918927
"""Jessica Sherman""","""4""","""2723""",5.0,949810582
"""Jessica Sherman""","""4""","""2734""",4.0,949778714
"""Jessica Sherman""","""4""","""2699""",4.0,949896497
"""Jessica Sherman""","""4""","""2716""",5.0,949811523
"""Jessica Sherman""","""4""","""2659""",3.0,949918671
"""Jessica Sherman""","""4""","""2683""",4.0,949896497
"""Jessica Sherman""","""4""","""2628""",5.0,949810582
"""Jessica Sherman""","""4""","""2640""",5.0,949810261
"""Jessica Sherman""","""4""","""2551""",4.0,949896275
"""Jessica Sherman""","""4""","""2616""",1.0,949895993
"""Jessica Sherman""","""4""","""2454""",5.0,949982274
"""Jessica Sherman""","""4""","""2467""",5.0,949918875
"""Jessica Sherman""","""4""","""2406""",5.0,949918994
"""Jessica Sherman""","""4""","""2409""",4.0,949810302
"""Jessica Sherman""","""4""","""2371""",4.0,949811603
"""Jessica Sherman""","""4""","""2403""",4.0,949918994
"""Jessica Sherman""","""4""","""2986""",3.0,949896015
"""Jessica Sherman""","""4""","""2968""",5.0,949896070
"""Jessica Sherman""","""4""","""2918""",5.0,949811559
"""Jessica Sherman""","""4""","""2916""",4.0,949810534
"""Jessica Sherman""","""4""","""2903""",1.0,949896309
"""Jessica Sherman""","""4""","""2902""",2.0,949896309
"""Jessica Sherman""","""4""","""2877""",5.0,949896377
"""Jessica Sherman""","""4""","""2872""",5.0,949896114
"""Jessica Sherman""","""4""","""2867""",3.0,949918875
"""Jessica Sherman""","""4""","""2822""",3.0,949811230
"""Jessica Sherman""","""4""","""2804""",5.0,949811738
"""Jessica Sherman""","""4""","""2797""",5.0,949896070
"""Jessica Sherman""","""4""","""2795""",4.0,949811603
"""Jessica Sherman""","""4""","""2791""",5.0,949811490
"""Jessica Sherman""","""4""","""2788""",5.0,949919399
"""Jessica Sherman""","""4""","""2770""",1.0,949896521
"""Jessica Sherman""","""4""","""2102""",5.0,949949396
"""Jessica Sherman""","""4""","""2105""",4.0,949896114
"""Jessica Sherman""","""4""","""2109""",5.0,949919399
"""Jessica Sherman""","""4""","""2110""",3.0,949896309
"""Jessica Sherman""","""4""","""2091""",5.0,949896183
"""Jessica Sherman""","""4""","""2094""",4.0,949920028
"""Jessica Sherman""","""4""","""2096""",5.0,949949538
"""Jessica Sherman""","""4""","""2100""",5.0,949896114
"""Jessica Sherman""","""4""","""2081""",4.0,949982239
"""Jessica Sherman""","""4""","""2085""",5.0,949949444
"""Jessica Sherman""","""4""","""2086""",5.0,949896114
"""Jessica Sherman""","""4""","""2087""",5.0,949949638
"""Jessica Sherman""","""4""","""2054""",3.0,949896114
"""Jessica Sherman""","""4""","""2064""",5.0,949918648
"""Jessica Sherman""","""4""","""2078""",5.0,949949444
"""Jessica Sherman""","""4""","""2080""",5.0,949919306
"""Jessica Sherman""","""4""","""2268""",5.0,949895772
"""Jessica Sherman""","""4""","""2263""",3.0,949896309
"""Oscar Harmon""","""5""","""141""",4.0,1163374242
"""Oscar Harmon""","""5""","""150""",4.0,1163374404
"""Oscar Harmon""","""5""","""39""",4.0,1163374952
"""Oscar Harmon""","""5""","""104""",4.0,1163374639
"""Oscar Harmon""","""5""","""3""",4.0,1163374957
"""Oscar Harmon""","""5""","""377""",4.0,1163373610
"""Oscar Harmon""","""5""","""440""",4.0,1163374477
"""Oscar Harmon""","""5""","""364""",4.0,1163373752
"""Oscar Harmon""","""5""","""367""",4.0,1163373755
"""Oscar Harmon""","""5""","""344""",3.5,1163373636
"""Oscar Harmon""","""5""","""356""",4.0,1163374152
"""Oscar Harmon""","""5""","""231""",3.5,1163373762
"""Oscar Harmon""","""5""","""277""",4.5,1163373208
"""Oscar Harmon""","""5""","""1721""",4.0,1163373744
"""Oscar Harmon""","""5""","""1777""",4.0,1163374601
"""Oscar Harmon""","""5""","""1784""",4.5,1163374251
"""Oscar Harmon""","""5""","""1923""",4.5,1163373726
"""Oscar Harmon""","""5""","""1393""",3.5,1163374165
"""Oscar Harmon""","""5""","""1485""",4.5,1163374608
"""Oscar Harmon""","""5""","""1544""",3.5,1163374562
"""Oscar Harmon""","""5""","""1682""",4.0,1163374214
"""Oscar Harmon""","""5""","""2081""",5.0,1163373109
"""Oscar Harmon""","""5""","""2273""",4.0,1163373276
"""Oscar Harmon""","""5""","""2294""",4.0,1163373251
"""Oscar Harmon""","""5""","""2355""",3.5,1163374184
"""Oscar Harmon""","""5""","""1961""",4.0,1163373675
"""Oscar Harmon""","""5""","""1968""",4.0,1163374324
"""Oscar Harmon""","""5""","""1997""",3.5,1163374593
"""Oscar Harmon""","""5""","""2023""",1.5,1163373188
"""Oscar Harmon""","""5""","""788""",3.5,1163374993
"""Oscar Harmon""","""5""","""597""",5.0,1163373711
"""Oscar Harmon""","""5""","""903""",3.5,1163373135
"""Oscar Harmon""","""5""","""858""",2.5,1163373651
"""Oscar Harmon""","""5""","""586""",4.0,1163374392
"""Oscar Harmon""","""5""","""500""",4.5,1163373718
"""Oscar Harmon""","""5""","""595""",4.0,1163374190
"""Oscar Harmon""","""5""","""588""",3.5,1163373551
"""Oscar Harmon""","""5""","""1247""",4.0,1163374582
"""Oscar Harmon""","""5""","""1221""",2.5,1163374239
"""Oscar Harmon""","""5""","""1380""",5.0,1163373044
"""Oscar Harmon""","""5""","""1307""",4.0,1163374495
"""Oscar Harmon""","""5""","""1022""",4.0,1163373316
"""Oscar Harmon""","""5""","""919""",4.0,1163374286
"""Oscar Harmon""","""5""","""1193""",3.0,1163374173
"""Oscar Harmon""","""5""","""1035""",5.0,1163373103
"""Oscar Harmon""","""5""","""2997""",3.5,1163374127
"""Oscar Harmon""","""5""","""3114""",3.5,1163374263
"""Oscar Harmon""","""5""","""3176""",3.5,1163374408
"""Oscar Harmon""","""5""","""3408""",4.0,1163374137
"""Oscar Harmon""","""5""","""3753""",3.5,1163373148
"""Oscar Harmon""","""5""","""41566""",4.0,1163374144
"""Oscar Harmon""","""5""","""41569""",4.0,1163374167
"""Oscar Harmon""","""5""","""48385""",4.5,1163374357
"""Oscar Harmon""","""5""","""33679""",4.0,1163374517
"""Oscar Harmon""","""5""","""34162""",4.5,1163374227
"""Oscar Harmon""","""5""","""35836""",4.0,1163374275
"""Oscar Harmon""","""5""","""40819""",4.5,1163374283
"""Oscar Harmon""","""5""","""6711""",2.5,1163373238
"""Oscar Harmon""","""5""","""6502""",4.0,1163374455
"""Oscar Harmon""","""5""","""8376""",4.0,1163374742
"""Oscar Harmon""","""5""","""6942""",4.0,1163374511
"""Oscar Harmon""","""5""","""6218""",3.5,1163374491
"""Oscar Harmon""","""5""","""5995""",4.0,1163374533
"""Oscar Harmon""","""5""","""6377""",4.0,1163373626
"""Oscar Harmon""","""5""","""6373""",4.0,1163374572
"""Oscar Harmon""","""5""","""30749""",4.5,1163374702
"""Oscar Harmon""","""5""","""30707""",4.5,1163374340
"""Oscar Harmon""","""5""","""33166""",5.0,1163374211
"""Oscar Harmon""","""5""","""30793""",3.5,1163374177
"""Oscar Harmon""","""5""","""8622""",3.5,1163374118
"""Oscar Harmon""","""5""","""8464""",4.0,1163374381
"""Oscar Harmon""","""5""","""8644""",4.0,1163374426
"""Oscar Harmon""","""5""","""8636""",4.5,1163373593
"""Oscar Harmon""","""5""","""4718""",3.5,1163375131
"""Oscar Harmon""","""5""","""4963""",3.0,1163373548
"""Oscar Harmon""","""5""","""4308""",3.5,1163374354
"""Oscar Harmon""","""5""","""4447""",4.5,1163375033
"""Oscar Harmon""","""5""","""4025""",4.5,1163375145
"""Oscar Harmon""","""5""","""4306""",3.5,1163374103
"""Oscar Harmon""","""5""","""4018""",4.0,1163375025
"""Oscar Harmon""","""5""","""4022""",3.5,1163373696
"""Oscar Harmon""","""5""","""5679""",4.5,1163374389
"""Oscar Harmon""","""5""","""5816""",3.0,1163373688
"""Oscar Harmon""","""5""","""5464""",4.0,1163374443
"""Oscar Harmon""","""5""","""5669""",3.5,1163374206
"""Oscar Harmon""","""5""","""5299""",4.5,1163373299
"""Oscar Harmon""","""5""","""5349""",4.5,1163373606
"""Oscar Harmon""","""5""","""4995""",4.5,1163373616
"""Oscar Harmon""","""5""","""5266""",3.5,1163374995
"""Oscar Harmon""","""5""","""2918""",3.5,1163374278
"""Oscar Harmon""","""5""","""2770""",3.5,1163374947
"""Oscar Harmon""","""5""","""2762""",3.5,1163373743
"""Oscar Harmon""","""5""","""2706""",4.0,1163374246
"""Oscar Harmon""","""5""","""2694""",4.5,1163373293
"""Oscar Harmon""","""5""","""2683""",4.0,1163373679
"""Oscar Harmon""","""5""","""2502""",3.5,1163374290
"""Oscar Harmon""","""5""","""2424""",4.0,1163373193
"""Oscar Harmon""","""5""","""4014""",4.0,1163373273
"""Oscar Harmon""","""5""","""3948""",3.5,1163374198
"""Oscar Harmon""","""5""","""3897""",4.5,1163374235
"""Jessica Wilson""","""6""","""2502""",3.5,1108134291
"""Jessica Wilson""","""6""","""2528""",3.0,1109258245
"""Jessica Wilson""","""6""","""2529""",4.0,1108134293
"""Jessica Wilson""","""6""","""2571""",1.0,1109258202
"""Jessica Wilson""","""6""","""2001""",3.0,1108134289
"""Jessica Wilson""","""6""","""2019""",4.0,1109258270
"""Jessica Wilson""","""6""","""2072""",4.0,1109258285
"""Jessica Wilson""","""6""","""2174""",4.0,1109258175
"""Jessica Wilson""","""6""","""1687""",2.0,1109258281
"""Jessica Wilson""","""6""","""1747""",2.0,1109258194
"""Jessica Wilson""","""6""","""1876""",0.5,1108134334
"""Jessica Wilson""","""6""","""1909""",3.0,1108134344
"""Jessica Wilson""","""6""","""1276""",4.5,1108134309
"""Jessica Wilson""","""6""","""1285""",4.5,1108134339
"""Jessica Wilson""","""6""","""1358""",2.0,1109258181
"""Jessica Wilson""","""6""","""1639""",2.0,1109258179
"""Jessica Wilson""","""6""","""7153""",5.0,1108134519
"""Jessica Wilson""","""6""","""7090""",3.0,1108134534
"""Jessica Wilson""","""6""","""8368""",3.5,1108134526
"""Jessica Wilson""","""6""","""7361""",4.0,1108134524
"""Jessica Wilson""","""6""","""4641""",1.5,1109258217
"""Jessica Wilson""","""6""","""3751""",1.5,1109258190
"""Jessica Wilson""","""6""","""5952""",5.0,1108134311
"""Jessica Wilson""","""6""","""4975""",1.5,1109258226
"""Jessica Wilson""","""6""","""3052""",1.0,1108134337
"""Jessica Wilson""","""6""","""2890""",3.0,1109258199
"""Jessica Wilson""","""6""","""3300""",3.5,1109258250
"""Jessica Wilson""","""6""","""3114""",4.0,1109258183
